Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4878102,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.2-2.6],2.367563242,2.187620102,2.553446578,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4882524,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.3 [8.7-11.6],10.345083379,8.697986486,11.584682869,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4895868,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.3 [52.5-72.7],62.289944912,52.547597715,72.714761485,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4900893,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,45.2 [40.9-49.8],45.226515148,40.935220119,49.841290395,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4905196,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.0 [9.5-12.3],10.998602504,9.543353822,12.282225639,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4910868,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.1 [3.9-4.3],4.088271139,3.928771632,4.258635012,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
4948293,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.0 [14.3-22.9],18.033265012,14.284724547,22.874259054,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
4960553,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2018,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.3 [6.1-6.4],6.265711421,6.124144368,6.406778982,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4981262,MDG_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.1 [39.4-47.5],43.140664913,39.4340152,47.505896062,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5008946,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.3 [6.1-6.6],6.339350489,6.131270413,6.55678852,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5020411,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,50.4 [38.5-66.0],50.364397821,38.485313119,65.963048844,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5026086,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.4 [12.1-14.7],13.418733776,12.144441268,14.742182984,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5028663,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.8 [1.8-1.9],1.845572514,1.793679894,1.898248327,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5030788,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.5 [41.8-62.8],51.495349871,41.824683687,62.78668974,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5077961,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.1 [10.4-19.0],14.137561696,10.449402563,18.988491407,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5083509,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.4 [23.5-29.6],26.364507548,23.495399459,29.648835055,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5093282,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.9 [12.7-15.0],13.86873194,12.747943601,14.981854636,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5098139,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.6 [38.5-62.1],48.573793925,38.487679212,62.146247345,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5100295,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,45.0 [41.6-48.8],45.049112744,41.59461114,48.790489936,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5126572,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.7 [8.2-10.8],9.684781095,8.193333856,10.810051444,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5133437,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.7 [7.1-8.3],7.678269765,7.121798046,8.272470157,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5133991,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.1 [30.1-40.8],35.051864467,30.097956778,40.793331464,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5154519,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,54.6 [49.2-60.6],54.586787166,49.222239856,60.646212588,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5158224,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.9 [39.5-48.6],43.851713155,39.479228326,48.560840734,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5158644,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.7 [25.9-43.7],33.683750136,25.936689002,43.669179152,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5163461,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.2 [25.7-30.9],28.225923991,25.681573066,30.904955651,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5165843,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.5 [21.1-28.2],24.498441818,21.060405636,28.177647513,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5182203,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.9 [27.8-34.2],30.865882725,27.755576636,34.202040296,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5182632,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.6 [14.0-15.2],14.584889884,14.010212469,15.187986853,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5186145,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.0 [21.3-27.2],24.038317472,21.262236715,27.163293496,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5186702,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.0 [2.9-3.1],3.017140155,2.937062197,3.096551606,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5201893,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.1 [34.1-42.5],38.112382437,34.133122782,42.500626547,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5235671,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.0 [18.0-22.2],20.007301412,17.999198285,22.180076639,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5248390,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.2 [31.0-35.5],33.233610334,30.997676047,35.527493778,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5266594,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.8 [39.8-44.1],41.816022927,39.776834149,44.075528586,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5277220,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.3 [9.1-11.7],10.335702578,9.096791477,11.728759294,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5283828,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.9 [1.8-1.9],1.879017386,1.833684713,1.926676511,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5290125,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.4-3.6],3.467514207,3.365939664,3.567081018,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5293300,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.8 [35.9-41.9],38.766761982,35.884586761,41.92323437,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5305208,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.5 [7.3-10.1],8.477152522,7.287336766,10.074238049,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5306970,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.1 [16.1-25.5],20.120434837,16.100073607,25.477527653,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5331262,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.6 [1.4-1.9],1.64135918,1.423619677,1.888133062,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5338079,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.7 [2.7-2.8],2.724302056,2.667805382,2.782811207,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5355068,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,68.0 [60.0-76.4],67.963698591,60.002267069,76.389040317,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5426898,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.5 [13.4-22.9],17.467606366,13.376856616,22.851041059,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5428284,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.1 [9.2-13.3],11.103872073,9.188067672,13.303092142,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5437675,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.3 [20.0-24.7],22.267843997,20.033245764,24.713702521,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5437923,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.0 [30.0-34.1],32.023460227,30.021525704,34.138900239,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5444100,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.8 [5.6-5.9],5.787918011,5.627281558,5.949266493,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5447223,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.5 [13.6-15.6],14.544088218,13.553286522,15.573786277,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5449240,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,60.2 [52.0-69.5],60.160323669,51.985448946,69.49261619,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5457506,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.2 [3.1-3.2],3.179115989,3.11865712,3.241684427,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5460949,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.7 [21.7-23.7],22.675551454,21.668770251,23.712508135,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5464155,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.7 [25.4-28.0],26.704407688,25.438184943,28.018807118,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5468884,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.5 [12.4-19.3],15.485048882,12.425999576,19.269660605,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5472338,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.6 [6.7-9.2],7.639051331,6.746403169,9.154592269,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5472650,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.0 [32.2-44.7],37.990795205,32.197731557,44.715009236,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5483094,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.1 [38.9-43.3],41.070144193,38.930183472,43.286253313,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5492759,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.1 [8.1-10.4],9.059022498,8.119986035,10.380919621,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5497589,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,72.0 [66.6-77.8],71.977653127,66.575856693,77.822674041,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5505730,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.9 [8.7-19.0],12.852838452,8.65819969,19.001956094,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5554736,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.0 [12.2-13.9],13.035006955,12.156714049,13.915241395,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5564183,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.4 [26.5-30.5],28.432778368,26.495561146,30.546022073,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5566406,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.4 [8.0-10.5],9.371651352,7.972599731,10.470315179,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5568976,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.2 [42.0-50.7],46.207981067,42.012443496,50.685510223,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5576359,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.5 [29.2-38.3],33.457679456,29.196365096,38.348020897,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5579464,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.6 [21.8-27.7],24.571731069,21.838312883,27.734872049,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5581189,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.6 [24.2-26.9],25.556298715,24.236203118,26.860194346,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5591416,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.8 [34.4-46.0],39.776855742,34.431978971,45.974356911,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5623611,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.1 [7.9-8.4],8.129728254,7.926018138,8.350680112,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5638680,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.2 [13.1-15.4],14.234479349,13.096895494,15.422159789,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5642283,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.7 [31.4-34.1],32.719014712,31.444729938,34.068605312,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5680053,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,80.3 [73.4-87.9],80.25587643,73.370616276,87.887116473,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5687417,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.2 [10.7-28.0],17.233577469,10.744655292,27.973990548,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
5697297,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.3 [11.3-13.3],12.279684052,11.270627598,13.285175728,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5700471,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.6 [40.2-49.2],44.560077424,40.221641262,49.231806748,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5706594,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,77.2 [68.6-87.0],77.151688225,68.597003163,86.984012798,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5707174,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.4 [8.9-17.1],12.370885815,8.917806178,17.145197336,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5729386,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,27.5 [23.6-32.0],27.5226589,23.647434695,32.049835924,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
