Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
758929,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.3 [15.0-15.7],15.324671994,14.992708366,15.666918905,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
761940,MDG_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.5 [36.6-40.4],38.486621935,36.624743653,40.385102825,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
764668,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.6 [27.5-29.9],28.646912593,27.456503789,29.869872565,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
795047,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.5 [2.4-2.6],2.511218772,2.447763438,2.577461601,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
806298,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.2 [4.1-4.4],4.241451808,4.128068828,4.357543558,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
813126,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.9 [9.1-10.6],9.85760756,9.149134627,10.617611542,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
817758,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.7 [5.4-6.0],5.70803058,5.444895328,5.992484902,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
824239,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.8 [43.2-62.0],51.762449322,43.209927005,61.966006117,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
840442,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.1 [7.8-10.2],9.103491795,7.779822018,10.185453919,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
841128,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.5 [11.3-15.0],13.459763331,11.301179021,14.999081464,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
855055,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.7 [6.5-6.8],6.692989815,6.540905616,6.844008293,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
866792,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.0 [8.4-11.2],10.012857932,8.433906122,11.184173249,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
886973,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.7 [1.7-1.8],1.739798705,1.694274272,1.785345515,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
895249,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.6 [27.0-39.3],32.626626399,26.985757228,39.333919285,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
913297,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.1 [7.6-19.0],12.060620088,7.638310813,18.971140307,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
915540,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.4 [35.4-44.0],39.436266816,35.363773663,43.951820795,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
923676,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.1 [5.0-5.3],5.149525607,5.047232575,5.251428542,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
924667,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.9 [15.5-25.9],19.937006713,15.52649659,25.885452469,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
934691,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.0 [57.5-74.8],65.951241843,57.541660373,74.799449076,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
934997,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,60.1 [41.7-88.2],60.097513718,41.670237443,88.19220901,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
956778,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,55.1 [47.8-63.4],55.105160685,47.830235786,63.434900934,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
966781,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.1 [24.2-28.0],26.090222366,24.243290159,28.0107215,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
976853,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.2 [16.9-24.3],20.160337965,16.863119938,24.292297949,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
986198,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.7 [7.9-9.6],8.712952303,7.884526094,9.641287988,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1000656,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,36.0 [31.8-40.7],35.975021346,31.814662926,40.734861458,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1001396,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.1 [3.0-3.2],3.0928568,3.015487065,3.17114492,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1006794,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.3 [23.0-27.7],25.263013287,22.976560986,27.740178944,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1008327,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.0 [63.3-89.9],75.017416707,63.300894649,89.926300874,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1011059,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.3 [14.7-25.2],19.287791562,14.712826359,25.229421407,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1019506,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.9 [70.8-81.4],75.924527383,70.781063137,81.362140377,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1029545,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.5 [22.9-28.5],25.53137897,22.911582375,28.532406162,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1042905,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.4 [21.8-27.3],24.417539886,21.835550668,27.334132519,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1053436,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.0 [33.5-36.6],34.957139248,33.459554718,36.572917368,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1064811,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,56.3 [51.3-61.9],56.290226026,51.303474268,61.937343357,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1069145,MDG_0000000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.8 [11.5-28.0],17.79793602,11.465978502,28.014690695,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1073467,MDG_0000000001,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [2.2-2.6],2.393764692,2.218944765,2.576743001,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1087177,MDG_0000000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.2 [6.0-6.5],6.200563916,5.954631841,6.462048981,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1087647,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.8 [3.7-3.9],3.769407947,3.690087804,3.851603783,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1088563,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.6 [23.2-25.9],24.560292302,23.206972039,25.859058725,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1089985,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.0 [12.2-13.7],12.950882245,12.21437142,13.749957329,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1102344,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.9 [68.7-79.6],73.939568072,68.719668047,79.574636325,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1108607,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.7 [4.6-4.8],4.701966228,4.585975715,4.819083788,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1110157,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.6 [23.8-27.4],25.59086628,23.803719887,27.402559368,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1110164,MDG_0000000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.0 [32.4-49.7],40.009202055,32.386716548,49.682287281,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1121039,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.6 [10.7-17.2],13.555106607,10.676345465,17.205106446,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1128586,MDG_0000000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.7 [2.6-2.8],2.668023154,2.568843475,2.769902101,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1166351,MDG_0000000001,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.5 [23.6-39.4],30.479223905,23.580582082,39.363917162,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1179702,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.1 [16.9-29.6],22.122203759,16.894685304,29.572443494,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1180643,MDG_0000000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.0 [8.4-9.7],9.048530869,8.403256291,9.745497652,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1191927,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,65.3 [58.1-73.6],65.279114681,58.091854543,73.645892406,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1193159,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.8 [17.4-22.6],19.800494185,17.360920621,22.554358202,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1195909,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.9 [17.3-23.0],19.922601282,17.260192715,22.963738988,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1206738,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.3 [37.5-61.9],48.266249166,37.50286334,61.884484261,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
1254769,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.4 [7.5-9.4],8.354217918,7.450029423,9.426828271,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1258279,MDG_0000000001,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,67.9 [63.3-72.9],67.923846805,63.283781283,72.904243869,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1266048,MDG_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,42.0 [38.4-45.7],41.979838771,38.395134836,45.71182233,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1285076,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2016,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.3 [19.8-25.2],22.304484143,19.762664283,25.209940617,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1297963,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.7 [13.3-14.2],13.7237102,13.276419307,14.187102123,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1313904,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.9 [8.0-10.1],8.931680535,7.960063204,10.074403117,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1319431,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.7 [13.8-25.4],18.694626969,13.775867934,25.43015275,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1326555,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,72.8 [66.7-79.4],72.847953626,66.738521101,79.405720629,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1333280,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2011,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.0 [66.4-80.4],72.964231253,66.421785381,80.366003703,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1344219,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.0 [10.2-11.8],10.952613615,10.154079915,11.771482132,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1363784,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.9 [32.4-35.3],33.866573288,32.434234115,35.324204519,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1375672,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.3 [11.3-13.2],12.252069692,11.330135889,13.196316868,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1378478,MDG_0000000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.2 [14.4-16.1],15.233115004,14.443323454,16.140810336,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1386159,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.6 [15.2-23.0],18.630382114,15.209152872,22.972307684,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1396539,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.0 [11.9-14.2],13.043488598,11.940847211,14.153946414,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1416039,MDG_0000000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.5 [4.4-4.6],4.480874086,4.393130175,4.568802247,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1417573,MDG_0000000001,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.6 [7.4-9.7],8.564766955,7.432378522,9.678089248,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1422261,MDG_0000000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,57.6 [42.5-79.6],57.637925642,42.488975166,79.629161397,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1423531,MDG_0000000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.8 [1.8-1.9],1.827881459,1.782588499,1.875288339,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1453191,MDG_0000000001,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,27.2 [19.8-37.2],27.195913085,19.800110772,37.217788867,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1464559,MDG_0000000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.0 [13.1-19.5],15.979348578,13.095773402,19.468430606,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1480130,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2023,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.7 [8.3-11.4],9.661350852,8.287547705,11.441872379,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
1498053,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.8 [21.7-23.9],22.81746911,21.749011732,23.886798571,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1506769,MDG_0000000001,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.8 [19.8-26.3],22.794213028,19.782791747,26.33708391,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1525924,MDG_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.4 [33.1-37.9],35.407624169,33.146907199,37.893254468,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1526844,MDG_0000000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.1 [8.3-9.9],9.08597284,8.336196205,9.933925992,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1584397,MDG_0000000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.2 [20.8-31.1],25.224084707,20.798753215,31.107911474,,2025-04-15T15:49:27.583+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
