Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7125071,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2020,,,,,,,83,83.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7232724,WHS4_100,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2019,,,,,,,65,65.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7341238,WHS4_100,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2014,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7505492,WHS4_100,COUNTRY,POL,EUR,YEAR,Europe,,,2018,,,,,,,95,95.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7561745,WHS4_100,COUNTRY,MDG,AFR,YEAR,Africa,,,2014,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7625466,WHS4_100,COUNTRY,GHA,AFR,YEAR,Africa,,,2010,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7632249,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2010,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7834913,WHS4_100,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,68,68.0,,,,2025-07-14T16:23:12.92+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7903620,WHS4_100,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2021,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8056082,WHS4_100,COUNTRY,KEN,AFR,YEAR,Africa,,,2024,,,,,,,91,91.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
